Epoch number,Episode reward seed_0,Episode reward seed_10,Episode reward seed_20,Episode reward seed_40,Episode reward seed_60,Episode reward seed_80,Episode reward seed_100,Episode reward
1,-1000.0,-1000.0,-1000.0,-945.0,-1000.0,-1000.0,-1000.0,-992.1428571428571
2,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-360.0,-908.5714285714286
3,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-229.0,-889.8571428571429
4,-1000.0,-1000.0,-1000.0,-883.0,-1000.0,-1000.0,-211.0,-870.5714285714286
5,-1000.0,-1000.0,-1000.0,-728.0,-1000.0,-1000.0,-139.0,-838.1428571428571
6,-1000.0,-1000.0,-1000.0,-271.0,-1000.0,-1000.0,-232.0,-786.1428571428571
7,-1000.0,-1000.0,-1000.0,-480.0,-731.0,-1000.0,-169.0,-768.5714285714286
8,-1000.0,-1000.0,-1000.0,-385.0,-977.0,-1000.0,-1000.0,-908.8571428571429
9,-1000.0,-1000.0,-1000.0,-148.0,-1000.0,-1000.0,-293.0,-777.2857142857143
10,-1000.0,-1000.0,-1000.0,-118.0,-1000.0,-436.0,-364.0,-702.5714285714286
11,-1000.0,-1000.0,-1000.0,-108.0,-1000.0,-636.0,-372.0,-730.8571428571429
12,-1000.0,-1000.0,-1000.0,-110.0,-1000.0,-291.0,-1000.0,-771.5714285714286
13,-954.0,-1000.0,-1000.0,-174.0,-1000.0,-382.0,-393.0,-700.4285714285714
14,-725.0,-1000.0,-662.0,-219.0,-1000.0,-203.0,-395.0,-600.5714285714286
15,-1000.0,-1000.0,-810.0,-172.0,-1000.0,-196.0,-247.0,-632.1428571428571
16,-303.0,-621.0,-776.0,-215.0,-1000.0,-471.0,-378.0,-537.7142857142857
17,-870.0,-1000.0,-471.0,-335.0,-1000.0,-477.0,-272.0,-632.1428571428571
18,-624.0,-357.0,-628.0,-383.0,-341.0,-271.0,-441.0,-435.0
19,-718.0,-1000.0,-1000.0,-532.0,-379.0,-296.0,-827.0,-678.8571428571429
20,-923.0,-1000.0,-381.0,-251.0,-280.0,-434.0,-320.0,-512.7142857142857
